# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[5008]~[7756]）
# 格式：[样本ID] 推理过程

[5008] 解析过程略
[7286] 在椭圆中,a=2,c=1,所以椭圆的右焦点坐标为F(2,0),右准线方程为x=4.过点P作右准线的垂线,设垂足为G,则|PH|=|PG|-2,由椭圆的第二定义得e=\frac{|PF|}{|PG|}=\frac{1}{2},所以|PG|=2|PF|因此2|PM|+|PH|=2|PM|+2|PF|-2=2(|PM|+|PF|)-2\geqslant2|MF|-2=2\sqrt{17}-2当且仅当M,P,F三点共线时等号成立.所以2|PM|+|PH|的最小值为2\sqrt{17}-2答案:2\sqrt{17}-2

[7288] 依题意,当点P在椭圆的上(下)顶点处时,\anglePF_{1}F_{2}最大.要满足椭圆C上存在点P(x_{0},y_{0})(x_{0}\geqslant0)使得\anglePF_{1}F_{2}=60^{\circ}则90^{\circ}>(\anglePF_{1}F_{2})_{\max}\geqslant60^{\circ}所以\cos90^{\circ}<\cos(\anglePF_{1}F_{2})_{\max}\leqslant\cos60^{\circ}=\frac{1}{2}即:0<\frac{c}{a}\leqslant\frac{1}{2}故椭圆离心率的取值范围为0<e\leqslant\frac{1}{2}

[7290] 由题意得,双曲线中a=2,c=\sqrt{5},易知点A,B为双曲线的左右焦点,又点满足|PA|-|PB|=4=2a,所以点P是双曲线与圆的切点,且在双曲线的右支上,由圆方程可知其圆心为C(0,m),半径为\sqrt{5},由\begin{cases}\frac{x^{2}}{4}-y2=1\\x^{2}+(y-m)^{2}=5\end{cases},消去x得,5y^{2}-2my+m^{2}-1=0,由A=(-2m)^{2}-4\times5\times(m^{2}-1)=0,又m>0,角解得m=\frac{\sqrt{5}}{2},则_{5y}2-2\cdot\frac{\sqrt{5}}{2}y+(\frac{\sqrt{5}}{2})^{2}-1=0,解得y=\frac{\sqrt{5}}{10},即所求距离为\frac{\sqrt{5}}{10}

[7291] 由题意因为PQ过双曲线的右焦点(5,0),所以P,Q都在双曲线的右支上,则有|FP|-|PA|=6,|PQ|-|QA|=6,两式相加,利用双曲线的定义得|FP|+|FQ|=28.所以\trianglePQF的周长为|FP|+|FQ|+|PQ|=28+4b=28+16=44.

[7292] 设P点的横坐标为x,根据PF_{1}=2|PF_{2}|,P在双曲线右支(x\geqslanta),利用双曲线的第二定义,可得x关于e的表达式,进而根据x的范围确定e的范围.[详解]\because|PF_{1}|=2|PF_{2}|,P在双曲线右支(x\geqslanta)根据双曲线的第二定义,可得2e(x-\frac{a^{2}}{c})=e(x+\frac{a2}{c})\thereforeex=3a\becausex\geqslanta,\thereforeex\geqslantea.3a\geqslantea,\thereforee\leqslant3\becausee>1,\therefore1<e\leqslant3

[7294] 由题意知A点的坐标为(-a,0)l的方程为y=x+a,\thereforeB点的坐标为(0,a),故M点的坐标为(-\frac{a}{2},\frac{a}{2})代入椭圆方程得\frac{a2}{4a^{2}}+\frac{a^{2}}{4b^{2}}=1,即a^{2}=3b^{2},\thereforec^{2}=2b^{2}\thereforee=\frac{c}{a}=\frac{\sqrt{2}b}{\sqrt{3}b}=\frac{\sqrt{6}}{3}

[7297] 双曲线的方程为\frac{x2}{4-k}+\frac{y^{2}}{k-2}=1若焦点在x轴上,可得4-k>0,k-2<0,解得k<2;若焦点在y轴上,可得4-k<0,k-2>0,解得k>4综上可得k的范围是k>4或k<2.

[7299] \overrightarrow{PA}\cdot\overrightarrow{PB}=(\overrightarrow{PT}+\overrightarrow{TA})\cdot(\overrightarrow{PT}+\overrightarrow{TB})=(\overrightarrow{PT}+\overrightarrow{TA})\cdot(\overrightarrow{PT}-\overrightarrow{TA})=\overrightarrow{PT}^{2}-\overrightarrow{TA}^{2}=\overrightarrow{PT}^{2}-1设P(x_{0},y_{0}),则\overrightarrow{PT}^{2}=(x_{0}+1)^{2}+y_{0}^{2}=(x_{0}+1)^{2}+8(1-\frac{x_{0}^{2}}{9})=\frac{x_{0}^{2}}{9}+2x_{0}+9=\frac{1}{9}(x_{0}+9)^{2}因为x_{0}\in[-3,3],所以\overrightarrow{PT}^{2}\in[4,16]\therefore\overrightarrow{PA}\cdot\overrightarrow{PB}\in[3,15]

[7300] 设A(x_{1},y_{1}),B(x_{2},y_{2})因为直线l过点M(1,1),与椭圆\frac{x^{2}}{4}+\frac{y^{2}}{3}=1相交于A、B两点所以\begin{cases}\frac{x_{1}2}{4}+\frac{y_{1}2}{3}=1\\\frac{x_{2}}{4}+\frac{y_{2}}{3}=1\end{cases}两式相减得:3(x_{1}2-x_{2}2)=-4(y_{1}^{2}-y_{1})即3(x_{1}-x_{2})(x_{1}+x_{2})=-4(y_{1}-y_{2})(y_{1}+y_{2})显然直线的斜率存在,所以k=\frac{y_{1}-y_{1}}{x_{1}-x_{2}}=-\frac{4}{3}(\frac{x}{y}\frac{+x_{2}}{+y_{1}}=-\frac{4\times2}{3\times2}=-\frac{4}{3}所以直线l的方程是y-1=-\frac{4}{3}(x-1)即4x+3y-7=0

[7302] 直线y=b与双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的左、右支分别交于B,C两点,联立:\begin{matrix}y=b&\\\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1&\end{matrix}可得B=(\sqrt{2}a,b),c(-\sqrt{2}a,b)OB\botOC,\therefore\overrightarrow{OB}\cdot\overrightarrow{OC}=-2a^{2}+b^{2}=0,即2a^{2}=b^{2},b=\pm\sqrt{2}a所以双曲线的渐近线方程为y=\pm\frac{b}{a}x=\pm\sqrt{2}x

[7304] 因为双曲线过点(2,0),所以焦点在x轴上,且a=2,又渐近线方程为y=\pm\frac{b}{a}x=\pm\frac{1}{2}x,\thereforeb=1所以双曲线的标准方程为\frac{x^{2}}{4}-

[7305] 由题意得:c^{2}=16-7=9,解得:c=3,所以|F_{1}F_{2}|=6,设出P(m,n),则\begin{cases}\frac{m^{2}}{16}+\frac{n^{2}}{7}=1\\m^{2}+n^{2}=9\end{cases},解得:n=\pm\frac{7}{3},故S_{\triangleF_{1}PF_{2}}=\frac{1}{2}|F_{1}F_{2}|\cdot|n|=\frac{1}{2}\times6\times\frac{7}{3}=7

[7306] 椭圆中的c=\sqrt{49-33}=\sqrt{16}=4,即焦点坐标为F_{1}(-4,0),F_{2}(4,0).点M在椭圆的外部,则|PM|+|PF_{1}|=|PM|+2a-|PF_{2}|=14+|PM|-|PF_{2}|\leqslant14+|MF_{2}|=14+\sqrt{(8-4)^{2}+5^{2}}=14+\sqrt{41},当且仅当M,F_{2},P三点共线时取等号

[7307] 设A(x_{1},y_{1},B(x_{2},y_{2}),直线AB:y=k(x-1),由抛物线的对称性不妨设A在第一象限,根据B在第二象限,根据\tan\angleAMB=\frac{4}{3}可得\frac{2}{3}=k\times\frac{x_{1}-x_{2}}{(1+k^{2})x_{1}x_{2}+(1-k^{2})(x_{1}+x_{2})+k^{2}+1},联立直线方程和抛物线方程后结合韦达定理化简前者并得到_{k}=\pm\frac{\sqrt{3}}{3},从而可计算|AB|羊解】由题设可得F(1,0),M(-1,0),设A(x_{1},y_{1}),B(x_{2},y_{2})由抛物线的对称性不妨设A在第一象限,B在第四象限,若直线AB的斜率不存在,则A(1,2),B(1,-2),故k_{AM}=1,故\angleAMB=90^{\circ},与题设矛盾.设直线AB:y=k(x-1),则\tan\angleAMB=\frac{4}{3}=\frac{\frac{y_{1}}{x_{1}+}}{1+\underline{y}}整理得到:\frac{2}{3}=k\times.由\begin{cases}y=k(x-1)\\v2=4x\end{cases}可得k^{2}x^{2}-(2k^{2}+4)x+k^{2}=0,的x_{2}=1,x_{1}+x_{2}=2+\frac{4}{k_{1}^{2}},|x_{1}-x_{2}|=\frac{\sqrt{k^{2}+1}}{k^{2}},\triangle=16k^{2}+16>0,故\frac{2}{3}=\frac{k^{3}}{4}\times\frac{4\sqrt{k^{2}+1}}{l^{2}},故9k^{4}+9k^{2}-4=0,解得k^{2}=\frac{1}{3},故k=\pm\frac{\sqrt{3}}{3}故|AB|=x_{1}+x_{2}+2=2+\frac{4}{1}+2=16

[7309] 将x^{2}+4y^{2}=4化为标准方程\frac{x2}{4}+y^{2}=1\thereforea=2,b=1,c=\sqrt{3}.\therefore离心率e=\frac{c}{a}=\frac{\sqrt{3}}{2}.

[7310] 过F的一条倾斜角为30^{\circ}的直线与C在第一象限交于点A,且|OF|=|OA|=c,令右焦点为E,可知焦点三角形AFE为直角三角形,\therefore\angleAOx=60^{\circ},且|AF|=\sqrt{3}c,|AE|=c由双曲线的定义可得|AF|\cdot|AE|=2a=\sqrt{3}c-c,\therefore\frac{c}{a}=\frac{2}{\sqrt{3}-1}=\sqrt{3}+1即e=1+\sqrt{3}

[7312] 因为点在抛物线E:y^{2}=2px(p>0)上,所以4=2p\times1,得p=2,所以y^{2}=4x,设过点M(1,0)的直线方程为:x=my+1.所以\begin{cases}x=my+1\\y^{2}=4x\end{cases}所以y^{2}-4my-4=0设A(x_{1},y_{1}),B(x_{2},y_{2}所以y_{1}+y_{2}=4m,y_{1}y_{2}=又因为\overrightarrow{AM}=3\overrightarrow{MB},所以-y_{1}=3y_{2}所以_{m}=\pm\frac{\sqrt{3}}{3},因为直线的斜率k=\tan\theta=\pm\sqrt{3}由\theta\in(0,\pi),所以\theta=\frac{\pi}{3}或\frac{2\pi}{3},所以\sin\theta=\frac{\sqrt{3}}{2}

[7313] 由已知双曲线的渐近线方程为x-\frac{1}{\sqrt{a}}y=0和x+\frac{1}{\sqrt{a}}y=0,显然直线x-\frac{1}{\sqrt{a}}y=0与直线x-2y+3=0平行,所以\frac{1}{\sqrt{a}}=2,a=\frac{1}{4}即双曲线方程为x^{2}-\frac{y^{2}}{\frac{1}{4}}=1,实半轴长为a=1,虚半轴长为b'=\frac{1}{2},半焦距为c=\sqrt{1+\frac{1}{4}}=\frac{\sqrt{5}}{2}所以离心率为e=\frac{c}{a}=\frac{\sqrt{5}}{2}

[7314] 过N作NH垂直准线,足为H,则|NF|=|NH|,因为|NF|=\frac{\sqrt{3}}{2}|MN|所以|NH|=\frac{\sqrt{3}}{2}|MN|\therefore\cos\angleNMF=\cos\angleMNH=\frac{|NH|}{|MN|}=\frac{\sqrt{3}}{2},\angleNMF=\frac{\pi}{7},

[7316] 由双曲线定义得实轴长,又有焦距,因此易求得虚半轴长b,写出双曲线标准方程时,需分焦点在x轴和y轴两种情况讨论.设双曲线的焦距为2c,实轴长为2a,虚轴长为2b,由题意:\begin{cases}2c=6\\2a=4\end{cases},\begin{cases}c=3\\a=2\end{cases}所以b^{2}=c^{2}-a^{2}=3^{2}-2^{2}=5,所以若双曲线的焦点在x轴上,标准方程为\frac{x^{2}}{4}-\frac{y^{2}}{5}=1,若焦点在y轴上,标准方程为\frac{y^{2}}{4}-\frac{y^{2}}{5}=1

[7317] 由曲线方程可知该曲线为焦点在x轴上的椭圆,且a^{2}=3,b^{2}=2\thereforec^{2}=3-2=1,\thereforec=1,\therefore焦距为2c=2.

[7318] 由已知,一条渐近线方程为\sqrt{3}x-y=0,即b=\sqrt{3}a又\frac{c}{\sqrt{3+1}}=1,故c=2,即a^{2}+b^{2}=4,解得a=1,b=\sqrt{3}双曲线方程为x^{2}-\frac{y^{2}}{3}=1

[7319] 如图所示设A(x_{1},y_{1}),B(x_{2},y_{2})则|AF|=x_{1}+\frac{p}{2}=2,|BF|=x_{2}+\frac{p}{2}=且\frac{y_{1}}{y_{2}}=\frac{|AF|}{|BF|}=2所以y_{1}=-2y_{2}又y_{1}^{2}=2px_{1},y_{2}^{2}=2px_{2};所以y_{1}^{2}-y_{2}2=2p(x_{1}-x_{2}),即3y_{2}=2p;又y_{2}2=2px_{2},所以6px_{2}=2p,解得x_{2}=\frac{1}{3};所以p=\frac{4}{3}

[7321] 设点P(x,y),则点到直线x+y+5=0距离d=\frac{|x+y+5|}{\sqrt{2}}=\frac{|\frac{y^{2}}{10}+y+5|}{\sqrt{2}}=\frac{|y2+10y+50|}{10\sqrt{2}}=\frac{|(y+5)^{2}+25|}{10\sqrt{2}}所以当y=-5时,点P到直线x+y+5=0距离的最小值为\frac{5}{2\sqrt{3}}=\frac{5\sqrt{2}}{4}

[7322] 求出双曲线的渐近线方程,由圆心到渐近线的距离大于圆半径可得关于a,b,c不等式,离心率的范围.羊解】双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的渐近线y=\pm\frac{b}{a}x,即bx+ay=0与圆x^{2}+(y+2)^{2}=1没有公共点,则\frac{2a}{a2+b}\overline{2}=\frac{2a}{c}>1,2a>c,故该双曲线的离心率满足1<e=\frac{c}{a}<2,|即双曲线的离心率的取值范围为(1,2)

[7323] 求出抛物线的焦点坐标和准线方程,利用|AB|=|AF|+|BF|=7,求出x_{1}+x_{2}=5,则M的横坐标可求,根据点到直线的距离公式易求M到抛物线准线的距离抛物线的焦点为F(\frac{7}{2},0),准线方程为x=-.由抛物线的定义知|AB|=|AF|+|BF|=x_{1}+\frac{p}{2}+x_{2}+\frac{p}{2}=x_{1}+x_{2}+2=7所以x_{1}+x_{2}=5,所以AB的中点M横坐标为\frac{5}{2}因此,点M到抛物线准线的距离为\frac{5}{2}+1=\frac{7}{2}

[7325] 假设|PF_{1}|=x,分别根据三角形中线定理和余弦定理建立等式求得c^{2}+5a^{2}=14a^{2}-2c^{2},可得a和c的关系,即可求出双曲线的离心率不妨设P在左支上,|PF_{1}|=x,则|PF_{2}|=2a+x,因为OP是三角形F_{1}F_{2}P的中线,所以根据三角形中线定理可得x^{2}+(2a+x)^{2}=2(c^{2}+7a^{2})整理得x(x+2a)=c^{2}+5a^{2}由余弦定理得,x^{2}+(2a+x)^{2}-2x(x+2a)\cos60^{\circ}=4c^{2}整理得x(x+2a)=14a^{2}-2c^{2},所以c^{2}+5a^{2}=14a^{2}-2c^{2},化简得c^{2}=3a^{2}.所以e=\frac{c}{a}=\sqrt{3}.

[7326] 由双曲线\frac{y^{2}}{4}-x^{2}=1可知,顶点在y轴上,即顶点为(0,\pm2),

[7327] 由题意得:抛物线焦点为F(\frac{p}{2},0),准线方程为x=-\frac{p}{2}.因为点M(1,m)到其焦点的距离为5,所以根据抛物线的定义得到方程,得到该抛物线的准线方程详\because抛物线方程为y^{2}=2px\therefore抛物线焦点为F(\frac{p}{2},0),准线方程为x=.\frac{p}{2}又\because点M(1,m)到其焦点的距离为5,\thereforep>0,根据抛物线的定义,得1+\frac{p}{2}=5,\thereforep=8,\therefore准线方程为x=-4.

[7328] 抛物线C:y=-\frac{x^{2}}{8}的标准形式为:x^{2}=-8y,所以焦点坐标为:(0,-2)

[7329] P(a,b)点在双曲线上,则有a^{2}-b^{2}=1,即(a+b)(a-b)=1,d=\frac{|a-b|}{\sqrt{2}}=\sqrt{3},\therefore|a-b|=\sqrt{6},又P点在右支上,则有a>b,\thereforea-b=\sqrt{6}\therefore(a+b)\times\sqrt{6}=1,a+b=\frac{\sqrt{6}}{6},

[7330] 因为|PQ|=\frac{32}{3},所以|PF|=\frac{32}{3}-|QF|由抛物线标准方程可知p=4因为直线l过抛物线y^{2}=8x的焦点,由过抛物线焦点的弦的性质可知\frac{1}{|PF|}+\frac{1}{|QF|}=\frac{2}{p}=\frac{1}{2}因为|PF|>|OF|所以|QF|=\frac{8}{3},|PF|=8所以\frac{|PF|}{|OF|}=3

[7331] 由题意知:c=\sqrt{2},a=1,所以b^{2}=c^{2}-a^{2}=1,又因为双曲线的焦点在x轴上,所以C的方程为x^{2}-y^{2}=1.

[7332] 因为椭圆\frac{x^{2}}{25}+\frac{y^{2}}{16}=1的右焦点为(3,0),所以抛物线的p=6,而抛物线的顶点是椭圆\frac{x^{2}}{25}+\frac{y^{2}}{16}=1的中心,焦点是椭圆的右焦点所以抛物线方程为:y^{2}=12x

[7334] 设P(x_{1},y_{1}),因为M,N关于原点对称,所以设M(x_{2},y_{2}),N(-x_{2},-y_{2}).则\begin{cases}\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1\cdots\cdots\textcircled{1}\\\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1\cdots\cdots\textcircled{2}\end{cases}\textcircled{1}-\textcircled{2}得:\frac{y_{1}-y_{2}}{x_{1}-x_{2}\cdot\frac{y_{1}+y_{2}}{x_{1}+x_{2}}=-\frac{b^{2}}{a^{2}}=-\frac{b^{2}}{4}即k_{PM}\cdotk_{PN}=-\frac{b^{2}}{4},又已知k_{PM}\cdotk_{PN}=-\frac{1}{4},所以b=1所以椭圆方程为:\frac{x^{2}}{4}+y^{2}=1,

[7335] 如图,由足\overrightarrow{MN}=2\overrightarrow{ON},得M,N关于于原点对称,又F,F_{2}关于原点对称,\therefore四边形MF_{1}NF_{2}为平行四边形\because\angleMF_{2}N=120^{\circ},\therefore\angleF_{1}MF_{2}=60^{\circ}又|MF|=2|MF_{2}|,设|MF_{2}|=m,则|MF|=2m,\therefore|F_{1}F_{2}^{2}=m^{2}+4m^{2}-2\cdotm\cdot2m\cdot\frac{1}{2}=3m2,可得|F_{F}_{2}^{2}+|MF_{2}^{2}|=|MF_{1}^{2},则MF_{2}\botF_{1}F_{2},则\tan\angleMOF_{2}=\frac{|MF_{2}|}{|OF_{2}|}=\frac{m}{\frac{\sqrt{3}}{3}m}=\frac{2\sqrt{3}}{3}\therefore\frac{b}{a}=\frac{2\sqrt{3}}{3},即3b^{2}=4a^{2},\frac{2}{得3(c^{2}-a^{2})}=4a^{2},解得:e=\frac{c}{a}=\frac{\sqrt{21}}{3}(e>1)

[7336] \because双曲线\frac{x2}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的一条渐近线与直线x+3y+1=0垂直.\therefore双曲线的渐近线方程为y=\pm3x\therefore\frac{b}{a}=3,得b^{2}=9a^{2},c^{2}-a^{2}=9a^{2},此时,离心率e=\frac{c}{a}=\sqrt{10}

[7339] 解析:F_{1}F_{2}=2c,\because\overrightarrow{CB}=3\overrightarrow{F_{2}A},所以F_{2}AllCB\therefore\triangleF_{1}AF_{2}\cdot\triangleF_{1}BC,\thereforeF_{2}C=4c,设AF_{2}=t,则BC=3t.由\frac{\overrightarrow{BF}\cdot\overrightarrow{BF}}{|\overrightarrow{BF_{1}}|}=\frac{\overrightarrow{BF_{2}}\cdot\overrightarrow{BC}}{|\overrightarrow{BC}|}可知,BF_{2}平分\angleF_{1}BC,由角分线定理可知\frac{BF_{1}}{BC}=\frac{F_{1}F_{2}}{F_{2}C}=\frac{2c}{4c}=\frac{1}{2},\thereforeBF_{1}=\frac{3t}{2},AF_{1}=\frac{1}{3}BF_{1}=\frac{t}{2},AB=\frac{2}{3}BF_{1}=t,由双曲线的定义知AF_{2}-AF_{1}=2a,\thereforet-\frac{t}{2}=2a,即t=4a\textcircled{1},BF_{1}-BF_{2}=2a,\thereforeBF_{2}=\frac{3t}{2}-2a=t,BF_{2}=AB=AF_{2}=t,即\triangleABF_{2}是等边三角形,\therefore\angleF_{2}BC=\angleABF_{2}=60^{\circ},在\triangleF_{2}BC中,由余弦定理知,\cos\angleF_{2}BC=\frac{BF_{2}^{2}+BC^{2}-F_{2}C^{2}}{2\cdotBF_{2}\cdotBC},即\frac{1}{2}=\frac{t^{2}+9t^{2}-16c^{2}}{2\cdott\cdot3t},化简得,7t^{2}=16c^{2}\textcircled{2},由\textcircled{1}\textcircled{2}可得,\frac{c^{2}}{a^{2}}=7,\therefore离心率e=\frac{c}{a}=\sqrt{7}

[7341] 根据题意,作图如下联立渐近线l_{1}:bx-ay=0,可得B(\frac{a^{2}}{a+b},\frac{ab}{a+b}),因为\overrightarrow{BC}+2\overrightarrow{BA}=\overrightarrow{0},所以\overrightarrow{AC}=3\overrightarrow{AB},\therefore\frac{a^{2}}{a-b}-a=3(\frac{a^{2}}{a+b}-a),故可得b=2a双曲线E的渐近线方程为:y=\pm2x.

[7343] 设P(x,y),所以当x=1时,|PQ|=\frac{3\sqrt{5}}{4}最小

[7345] 双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1的渐近线为:y=\pm\frac{b}{a}x,即bx\pmay=0,依题意,\frac{bc}{\sqrt{a^{2}+b^{2}}}=\frac{\sqrt{3}}{2}c,即\frac{b}{\sqrt{a^{2}+b^{2}}}=\frac{\sqrt{3}}{2},解得b=\sqrt{3}a.所以C渐近线方程为y=\pm\sqrt{3}x.

[7346] 由抛物线的定义求出点P的坐标,进而可得出点Q的坐标,求出\trianglePQF的三边边长,利用余弦定理可求得\angleQPF的值.详解】设点P(x_{0},y_{0}),由抛物线的定义可得|PQ|=|PF|=y_{0}+2=\frac{8}{3},\thereforey_{0}=\frac{2}{3},则x_{0}=\pm\frac{4\sqrt{3}}{3}所以点_{Q}(\pm\frac{4\sqrt{3}}{3},-2)抛物线x^{2}=8y的焦点为F(0,2),在\trianglePQF中,由余弦定理可得\cos\angle|QF|=\sqrt{\frac{16}{3}+(2+2)^{2}}=\frac{8\sqrt{3}}{3},\angleQPF=\frac{|PF|^{2}+|PQ|^{2}-|FQ|^{2}}{2|PF|\cdot|PQ|}=-\frac{1}{2},\because0<\angleQPF<\pi,因此,\angleQPF=\frac{2\pi}{3}

[7348] 当直线l的斜率不存在时,过点A(0,2)的直线为x=0,此时显然满足要求;当直线l的斜率存在时,设l的方程:y=kx+2(k\neq0),联立方程\begin{cases}y^{2}=6x\\y=kx+2\end{cases},消y得k^{2}x^{2}+(4k-6)x+4=0,由所求直线与抛物线C:y^{2}=6x相切,可知4=(4k-6)^{2}-16k^{2}=0,解得k=\frac{3}{4},此时l:y=\frac{3}{4}x+2即3x-4y+8=0,故所求的直线方程为x=0和3x-4y+8=0.

[7349] 设抛物线的标准方程为x^{2}=2my(m\neq0),则该抛物线的焦点到准线的距离为|m|=5,得m=\pm5因此,所求抛物线的标准方程为x^{2}=10y和x^{2}=-10y

[7350] 由椭圆的定义有|PF_{1}|+|PF_{2}|=2a,|F_{1}F_{2}|=2c,又|PF_{1}|=2|PF_{2}|,则|PF_{1}|=\frac{4a}{3},|PF_{2}|=\frac{2a}{3},又\overrightarrow{PF}_{1}\cdot\overrightarrow{PF_{2}}=0,则|PF_{1}|^{2}+|PF_{2}|^{2}=|F_{1}F_{2}^{2}|\frac{a^{2}}{a}=4c^{2},\cdot离心率e=\frac{c}{a}=\frac{\sqrt{5}}{3}

[7352] 由题意可得抛物线的焦点F(\frac{p}{2},0),从而直线/的方程为x=2y+\frac{p}{2},代入抛物线方程,得y^{2}-4py-p^{2}=0,设A(x_{1},y_{1}),b(x_{2},y_{2}),则y_{1}+y_{2}=4p,y_{1}y_{2}=-p^{2},\triangleOAB的面积为\frac{1}{2}\times\frac{p}{2}|y_{1}-y_{2}|=\frac{p}{4}\sqrt{(y_{1}+y_{2})^{2}-4y_{1}y_{2}}=\frac{\sqrt{5}p^{2}}{2}=2\sqrt{5},得p=2故答家为:2

[7353] \because直线l过点F(0,\frac{p}{2}),C(2p,0),\therefore_{K_{FC}}=\frac{0-\frac{p}{2}}{2p-0}=-\frac{1}{4}联立直线l与抛物线方程\begin{cases}x+\frac{p}{2},\\y=-\frac{1}{4}x+\frac{p}{2}\\x^{2}=2py\end{cases},可得x^{2}+\frac{p}{2}x-p^{2}=0,设A(x_{1},y_{1}),B(x_{2},y_{2}),由韦达定理可得,由弦长公式可得|AB|x_{2}=-\frac{p}{2},x_{2}x_{2}=-p^{2},17,\sqrt{1+(-\frac{1}{4})^{2}|x_{2}-x_{2}|x_{2}^{2}}=\frac{\sqrt{x}}{3}=\frac{\sqrt{17}}{4}\sqrt{(-\frac{p}{2})^{2}-4p^{2}}=\frac{17p}{8}=17'\thereforep=8,\thereforeS_{\triangleOCF}=\frac{1}{2}\cdotOC\cdotOF=\frac{1}{2}\cdot2p\cdot\frac{p}{2}=32.均答安为.\_32

[7354] 依题意可得-\frac{b}{a}=-3,则\frac{b}{a}=3,所以e=\sqrt{1+(\frac{b}{a})^{2}}=\sqrt{10}

[7356] 由已知\begin{cases}a=2c\\b=\sqrt{3}\\a^{2}=b^{2}+c^{2}\end{cases}解得a=2

[7357] 如图,由抛物线的定义可知:AF=AM,\therefore\angleAFM=\angleAMF;根据内错角相等知\angleAMF=\angleMFK,\therefore\angleAFM=\angleMFK;同理可证\angleKFN=\angleNFB而\angleMFK+\angleKFN+\angleNFB=180^{0},\therefore\angleMFN=90^{0}.

[7358] 由已)圆x^{2}+4y^{2}=16有相同的焦点,?角定双由由线的焦点位置为x轴和c值,再由已知双曲线的渐近线方程,可以直接确定为y=\pm\frac{b}{a}x,也可以设出以x+\sqrt{3}y=0为渐近线的双曲线方程为\frac{x^{2}}{3}-\frac{y^{2}}{1}=\lambda(\lambda>0)根据c求出\lambda,进而求出双曲线方程羊解】法一:x^{2}+4y^{2}=16\frac{x^{2}}{16}+\frac{y^{2}}{4}=1\thereforea^{2}=16,b^{2}=4\cdotc^{2}=16-4=12\because双曲线与椭圆x^{2}+4y^{2}=16有相同的焦点\therefore双曲线的焦点在x轴上,渐近线为y=\pm\frac{b}{a}x又\because双曲线的一条渐近线方程为x+\sqrt{3}y=0,即y=-\frac{\sqrt{3}}{3},\therefore\frac{b}{a}=\frac{\sqrt{3}}{3}即\frac{b^{2}}{a^{2}}=\frac{3}{9}又\becausec^{2}=a^{2}+b^{2}=12\thereforea^{2}=9,b^{2}=3\therefore双曲线的方程为\frac{x^{2}}{9}-\frac{y^{2}}{3}=1法二:x2+4y^{2}=16\frac{x^{2}}{16}+\frac{y^{2}}{4}=\thereforea^{2}=16,b^{2}=4\thereforec^{2}=16-4=12双曲线与椭圆x^{2}+4y^{2}=16有相同的焦点\therefore双曲线的焦点在x轴又\because双曲线的一条渐近线方程为x+\sqrt{3}y=0\therefore设双曲线方程为\frac{x^{2}}{3}-\frac{y^{2}}{1}=\lambda(\lambda>0)\frac{x^{2}}{3\lambda}-\frac{y^{2}}{\lambda}=1(\lambda>0)a^{2}=3\lambda,b^{2}=\lambdac^{2}=3\lambda+\lambda=4\lambda=12\lambda=3\frac{x^{2}}{3}-\frac{y^{2}}{1}=3\frac{x^{2}}{9}-\frac{y^{2}}{3}=1\therefore双曲线的方程为\frac{x^{2}}{9}-\frac{y^{2}}{3}=

[7361] 设点P(x_{0},y_{0}),由双曲线的定义得||PF_{1}|-|PF_{2}||=2,又由余弦定理得\cos\angleF_{1}PF_{2}=\frac{|PF_{1}^{2}+|PF_{2}|^{2}-|F_{1}F_{2}^{2}}{2|PF_{1}||PF_{2}|}联立得|PF_{1}|\cdot|PF_{2}|=4,S_{\triangleF_{1}PF_{2}}=\frac{1}{2}|PF_{1}|\cdot|PF_{2}|\sin\angleF_{1}PF_{2}=\frac{1}{2}|F_{1}F_{2}|y_{0}解得y_{0}=\frac{\sqrt{6}}{2}

[7362] 由题意知c=2,a=1,b^{2}=c^{2}-a^{2}=3,所以b=\sqrt{3}

[7363] 【解和元)由点斜式求出直线AB的方程,将其与抛物线方程联立,可得x_{1}+x_{2},再根据抛物线定义可求出结果设A(x_{1},y_{1}),B(x_{2},y_{2}),焦点F(-1,0),p=2,则直线AB的方程为y=-(x+1),与抛物线方程联立\begin{cases}y^{2}=-4x\\v=-x-1\end{cases}整理得x^{2}+6x+1=0,所以x_{1}+x_{2}=-6,由抛物线定义可得|AB|=|AF|+|BF|=\frac{p}{2}-x_{1}+\frac{p}{2}-x_{2}=8

[7364] 抛物线y^{2}=4x的准线方程为x=-1,由抛物线y^{2}=4x上一点M到焦点的距离为2,且抛物线上点到焦点的距离等于点到准线的距离,可得点M的横坐标为:2-1=1,

