# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[2]~[2520]）
# 格式：[样本ID] 推理过程

[1999] 由双曲线\frac{x2}{m}-\frac{y^{2}}{5}=1(m>0)的一条渐近线方程为\sqrt{5}x+2y=0,可得\frac{\sqrt{5m}}{m}=\frac{\sqrt{5}}{2},解得m=4.所以\frac{x^{2}}{4}-\frac{y^{2}}{5}=1,双曲线的左焦点坐标F(-3,0),右焦点坐标为F(3,0).由双曲线的定义,知|PF|-|PF|=4,即|PF|=4+|PF|由圆x^{2}+(y-4)^{2}=1可得圆心C(0,4),半径为r=1,|PQ|+|PF|=4+|PF|+|PQ|\geqslant|QF|+4,问题转化为求点F到圆x2+(v-4)^{2}=1上的最小值,即|QF|_{m}=|CF|-1=\sqrt{(3-0)^{2}+(0-4)^{2}}-1=5-1=4,所以(|PQ|+|PF|)_{\min}=4+4=8.所以|PO|+|PF|的最小值为8.均答家为:8

[2001] 根据椭圆的定义,得到|PF_{1}|+|PF_{2}|的值,再由\angleF_{1}PF_{2}=60^{\circ},在\trianglePF_{2}F_{1}中,用余弦定理.求出|PF_{1}||PF_{2}|,根据三角形面积公式,即可得出结果根据椭圆定义,可得|PF_{1}|+|PF_{2}|=2a=6,且椭圆的焦距为|F_{1}F_{2}|=2\sqrt{9-5}=4又\angleF_{1}PF_{2}=60^{\circ},在\trianglePF_{2}F_{1}中,由余弦定理,可得\cos\angleF_{1}PF_{2}=\frac{|PF_{1}^{2}+|PF_{2}|^{2}-|F_{1}F_{2}|^{2}}{2|PF_{1}|||PF_{2}|}=\frac{1}{2}所以\frac{(|PF_{1}|+|PF_{2}|)^{2}-2|PF_{1}||PF_{2}|-|F_{1}F_{2}|^{2}}{2|PF_{1}||PF_{2}|}=即\underline{36-}\frac{|}{2|PF_{1}||PF_{2}|}\frac{-2|PF_{1}||PF_{2}|}{PF}=\frac{1}{2},\overrightarrow{2},所以|PF_{1}||PF_{2}|=\frac{20}{3}因此\trianglePF_{2}F_{1}的面积是s_{\trianglePF_{1}F_{2}}=\frac{1}{2}|PF_{1}||PF_{2}|\sin\angleF_{1}PF_{2}=\frac{1}{2}\times\frac{20}{3}\times\frac{\sqrt{3}}{2}=\frac{5\sqrt{3}}{3}

[2003] 因为双曲线x^{2}-\frac{y^{2}}{3}=1,所以双曲线的右焦点为(2,0),所以\frac{p}{2}=2,\thereforep=4

[2004] 由已知求出渐近线的斜率,得\frac{b}{a},结合c^{2}-a^{2}=b^{2}转化后可求得离心率由题意可得\tan\angleAOF=\frac{|AF|}{|OA|}=\frac{|AF|}{2|AF|}=\frac{1}{2},渐近线方程为y=\frac{b}{a}x\therefore\frac{b}{a}=\frac{1}{2},e^{2}=\frac{c^{2}}{a^{2}}=\frac{a^{2}+b^{2}}{a^{2}}=\frac{a^{2}+\frac{a^{2}}{4}}{a^{2}}=\frac{5}{4},故_{e}=\frac{\sqrt{5}}{2}

[2005] 直线l:x+3y+2022=0的斜率为-\frac{1}{3}则与直线l:x+3y+2022=0垂直的双曲线的渐近线的斜率为3,所以\frac{b}{a}=3,所以e=\frac{c}{a}=\sqrt{\frac{b^{2}+a^{2}}{a^{2}}}=\sqrt{1+(\frac{b}{a})^{2}}=\sqrt{10}

[2006] 由题意求出过焦点F_{1}的\triangleABF_{2}的周长为4a.F_{1},F_{2}是椭圆\frac{x^{2}}{4}+\frac{y^{2}}{4}=1,过焦点F_{1}的直线与椭圆交于A,B两点则\triangleABF_{2}的周长为AB+F_{2}A+F_{2}B=AF_{1}+F_{1}B+F_{2}A+F_{2}B=4a=4\times3=12故答家为:12

[2007] 设P(x,y),圆P的半径为R,因为圆O_{1}:x^{2}+y^{2}=1,圆心O_{1}(0,0),半径为1圆O_{2}:(x-4)^{2}+y^{2}=9,圆心O_{2}(4,0),半径为3,因为圆P与圆O_{1},圆O_{2}都内切,所以圆|PO_{1}|=R-1,|PO_{2}|=R-3,即|PO_{1}|-|PO_{2}|=2<|O_{1}O_{2}|=4.所以P的轨迹是双曲线的右支双曲线的中心为(2,0),a=1,c=2,所以b=\sqrt{4-1}=\sqrt{3}所以P的轨迹为方程为:(x-2)^{2}-\frac{y^{2}}{3}=1(x>2)

[2008] 因为双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1,(a>0,b>0),所以其焦点坐标为(\pmc,0),渐近线方程为:y=\pm\frac{b}{a}x'所以双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1,(a>0,b>0)的焦点到其渐近线的距离为\frac{\frac{b}{a}c}{\sqrt{1+(\frac{b}{a})}}=b,故应填b

[2009] 不妨设P在x轴上方,由\anglePOQ=45^{\circ},可设直线OP:y=x.由\begin{cases}y=x\\y^{2}=2px\end{cases},可得x=y=2p,\thereforeP(2p,2p),Q(2p,0),又F(\frac{p}{2},0),\therefore\cos\anglePFQ=\frac{|FQ|}{|PF|}=\frac{|2p-\frac{p}{2}|}{\sqrt{(2p-\frac{P}{2})^{2}+(2p)^{2}}}=\frac{3}{5}.

[2010] 如图,设点P为满足条件的一点.不难得出结论:点P到点A的距离等于点P到y轴的距离,故点P在以点A为焦点,y轴为准线的抛物线上,故点P的轨迹为抛物线.

[2011] F_{1},F_{2}是椭圆C:\frac{x^{2}}{36}+\frac{y^{2}}{27}=1的两个焦点,可得F_{1}(-3,0),F_{2}(3,0).a=点P为椭圆C上的点,|PF_{1}|=8,则|PF_{2}|=4,M为线段PF_{1}的中点,则线段OM的长为:\frac{1}{2}|PF_{2}|=2.

[2013] 结合已知条件与双曲线的定义可得\begin{cases}|PF_{1}|=\frac{8a}{3}\\|PF_{2}|=\frac{2a}{3}}\end{cases},再利用余弦定理得到\cos\theta=\frac{17a^{2}-9c^{2}}{8a^{2}}=\frac{17}{8}-\frac{9}{8}e^{2},求出\cos\theta的范围,即可求出结果.设\angleF_{1}PF_{2}=\theta,由\begin{matrix}|PF_{1}|=4|PF_{2}|&|PF_{1}|=\frac{8a}{|PF_{1}|-|PF_{2}|=2a}\\|PF_{2}|=\frac{2a}{3}&2||PF_{2}|^{2}-|FF_{2}|^{2}=\frac{172-9c^{2}}{88^{2}}=\frac{17}{8}-\frac{9}{8}e^{2}\end{matrix}因为\theta\in(0,\pi],所以\cos\theta\in[-1,1),即-1\leqslant\frac{17}{8}-\frac{9}{8}e^{2}<1,又e>1,所以1<e\leqslant\frac{5}{3}

[2014] 由椭圆\frac{x^{2}}{144}+\frac{y^{2}}{36}=1,可得a=12,由椭圆的定义可知:|PF_{1}|+|PF_{2}|=2a=24因为椭圆\frac{x^{2}}{144}+\frac{y^{2}}{36}=1上一点P到焦点F_{1}的距离等于10,那么点P到另一个焦点F_{2}的距离是:24-10=14.

[2015] 根据椭圆几何性质可知|PF|=\frac{b^{2}}{a},|AF|=a-c,所以\frac{b^{2}}{a}=\frac{3}{4}(a+c),即4b^{2}=3a^{2}-3ac,由因为b^{2}=a^{2}-c^{2},所以有4(a^{2}-c^{2})=3a^{2}+3ac,整理可得4c^{2}+3ac-a^{2}=0,两边同除以a2得:4e^{2}+3e-1=0,所以(4e-1)(e+1)=0,由于0<e<1,所以e=\frac{1}{4}

[2016] 设P(x,y),则x^{2}+2y^{2}=2,由椭圆方程\frac{x^{2}}{2}+y^{2}=1可知,a=\sqrt{2},b=1,c=1,\thereforeF_{1}(-1,0),F_{2}(1,0).\therefore\overrightarrow{PF_{1}}=(-1-x,-y),\overrightarrow{PF_{2}}=(1-x,-y),\therefore\overrightarrow{PF_{1}}+\overrightarrow{PF_{2}}=(-2x,-2y).\because\overrightarrow{PF}+\overrightarrow{PF},|的最小值是2.

[2017] 由已知得出点p坐标,代入渐近线方程即可.由已知|PQ|=|OF|可得p(\frac{c}{2},\frac{c}{2}),又点p在渐近线y=\frac{b}{a}x上,\therefore\frac{c}{2}=\frac{b}{a}\cdot\frac{c}{2}\Rightarrowa=b又a=1,\thereforeb=1

[2018] 设弦的两个端点的坐标分别为A(x_{1},y_{1}),B(x_{2},y_{2}),则\frac{x_{1}^{2}}{12}+\frac{y_{1}^{2}}{3}=1,\frac{x_{2}^{2}}{12}+\frac{y_{2}^{2}}{3}=1两式相减可得\underline{(x_{1}-x_{2})(x_{1}}-y_{2})所以\frac{y_{1}-y_{2}}{x_{1}-x_{2}}=-\frac{x_{1}+x_{2}}{4(y_{1}+y_{2})}即弦AB所在直线的斜率为-\frac{1}{2},直线方程为y-1=-\frac{1}{2}(x-2)整理得x+2y-4=0,即弦所在的直线方程是x+2y-4=0

[2019] \because焦点到准线的距离是2.由抛物线的定义知p=2,因此所求抛物线的标准方程有以下四种形式:y^{2}=4x,y^{2}=-4x,x^{2}=4y,x^{2}=-4y

[2022] 设|AB|=3m,|AF_{2}|=2|F_{2}B|,所以,|AF_{2}|=2m,|F_{2}B|=m,所以,|AF_{1}|=2a-2m,|BF_{1}|=2a-m.\becauseAF_{1}\botAB,则|BF_{1}|^{2}=|AF_{1}|^{2}+|AB|^{2},即(2a-m)^{2}=(3m)^{2}+(2a-2m)^{2},解得m=\frac{1}{3}a由|F_{1}F_{2}|^{2}=|AF_{1}|^{2}+|AF_{2}|^{2},即4c^{2}=(2m)^{2}+(2a-2m)^{2},所以,4c^{2}=\frac{4}{9}a^{2}+\frac{16}{9}a^{2},则因此,该椭圆的离心率为\frac{\sqrt{5}}{2}

[2024] 将x=4代入抛物线方程y^{2}=16x,可得y=\pm8,\because8>1,\thereforeA在抛物线C的内部,过点M作抛物线C的准线x=-4的垂线MB,垂足点为B,=|MB|,所以,|MA|+|MF|=|MA|+|MB|当AB与直线x=-4垂直,且点M为线段AB与抛物线C的交点时,|MA|+|MF|取得最小值,且最小值为4+4=8.

[2026] 渐近线方程为:bx-ay=0.因为渐近线与圆相切,故1=\frac{|2b-a\times0|}{\sqrt{a^{2}+b^{2}}},所以\frac{b}{a}=\frac{\sqrt{3}}{3}故渐近线方程为y=\pm\frac{\sqrt{3}}{2}x填y=\pm\frac{\sqrt{3}}{2}x[

[2027] \becauseF为抛物线C:y^{2}=16x的焦点,所以F(4,0)由过F且倾斜角为45^{\circ}的直线交C于A,B两点,可设直线l:y=x-4设A(x_{1},y_{1}),B(x_{2},y_{2}),则:\begin{cases}y^{2}=16x\\y=x-4\end{cases}消去y得:x^{2}-24x+16=0.\begin{cases}x_{1}+x_{2}=24\\\end{cases}\therefore|_{AB|}^{x_{x_{2}}=16}=\sqrt{1+k^{2}}\sqrt{(x_{1}+x_{2})^{2}-4x_{1}x_{2}}=\sqrt{2}\sqrt{24^{2}-4\times16}=32(x_{1}x_{2}=16即弦长|AB|=32

[2031] 因为抛物线方程x^{2}=\frac{1}{2}y,焦点坐标为(0,\frac{p}{2}),且p=\frac{1}{4}所以焦点坐标为(0,\frac{1}{8}),

[2032] 设A(x_{1},y_{1},B(x_{2},y_{2}),因为y=\frac{x^{2}}{2p},故y=\frac{x}{p}故MA:y=\frac{x_{1}}{p}(x-x)+\frac{x_{1}^{2}}{2p}=\frac{x_{1}}{p}x-\frac{x_{1}^{2}}{2p},同理MB:y=\frac{x_{2}}{p}x-\frac{x_{2}^{2}}{2p},由\begin{matrix}y=\frac{x_{1}}{p}x-\frac{x_{1}^{2}}{2p}&_{x_{1}+x_{2}}\\y=\frac{x_{2}}{P}x-\frac{x_{2}^{2}}{2p}&而y_{M}\end{matrix}=\frac{x_{x}}{2p}故x_{1}+\frac{x_{2}}{2}=4\frac{1}{2}而\frac{x_{1}^{2}}{2p}+\frac{x_{2}^{2}}{2p}=12',故x_{1}^{2}+x_{2}^{2}=24p即(x_{1}+x_{2})^{2}=16=24p-8p^{2},解得p=1或p=2.

[2033] 根据直线与渐进线的关系得到\frac{b}{a}\geqslant\sqrt{3},再计算离心率范围得到答案过F的直线l与双曲线的右支有且只有一个交点,则其斜率为正的渐近线的倾斜角应不小于1的倾斜角已知l的倾斜角是60^{\circ},从而\frac{b}{a}>\sqrt{3},故e=\frac{c}{a}\geqslant2.

[2034] 先根据\triangleF_{1}AB的面积和短轴长得出a,b,c的值,求得|PF_{1}|的范围,再通分化简\frac{1}{|PF_{1}|}+\frac{1}{|PF_{2}|}为关于|PF_{1}|的函数,利用二次函数求得最值,即得取值范围.羊解】由已知得2b=8,故b=4,F_{1}AB的面积为4,\therefore\frac{1}{2}(a-c)b=4,\thereforea-c=2又a^{2}-c^{2}=(a-c)(a+c)=b^{2}=16,故a+c=8,\thereforea=5,c=3,\therefore=\frac{2a}{|PF_{1}(2a-|PF}|\frac{,}{3}|\frac{x}{2}|PF_{1}\leqslanta+c,即2\leqslant|PF_{1}|\leqslant8\therefore当|PF_{1}|=5时,-(|PF_{1}|-5)^{2}+25最大,为25;当|PF_{1}|=2或8时,-(|PF_{1}|-5)^{2}+25最小,为16,即16\leqslant-(|PF_{1}|-5)^{2}+25\leqslant25\therefore\frac{10}{25}\leqslant\frac{1}{|PF|}+\frac{1}{|PF_{2}|}\leqslant\frac{10}{16},即\frac{2}{5}\leqslant\frac{1}{|PF_{1}|}+\frac{1}{|PF_{2}|}\leqslant\frac{5}{8}即\frac{1}{|PF|}+\frac{1}{|PF_{1}|}的取值范围为[\frac{2}{5},\frac{5}{8}]

[2036] 由题意抛物线C的准线方程为x=-2设A(\frac{y^{2}}{8},y_{0})(y_{0}\neq0),则直线OA的方程为y=\frac{8}{y_{0}}x由\begin{cases}x=-2,\\y=\frac{8}{y},\end{cases},得y_{D}=-\frac{16}{y_{0}}又直线AB的方程为y=\frac{8y_{0}}{y_{0}^{2}-8m}(x-m),由\begin{cases}y=\frac{8y_{0}}{y_{0}^{2}-8m}(x-m),\\y2=8x,\end{cases}y_{0}y^{2}-(y_{0}^{2}-8m)y-8y_{0}m=0所以y_{0}y_{B}=-8m,得y_{B}=-\frac{8m}{y_{0}}因为BD与C的对称轴平行,所以y_{B}=y_{D},即-\frac{16}{y_{0}}=-\frac{8m}{y_{0}},故m=2.

[2037] 由椭圆方程\frac{x2}{16}+\frac{y^{2}}{32}=1,得a^{2}=32,b^{2}=16,\thereforec^{2}=a^{2}-b^{2}=16.\thereforec=4,2c=8.

[2038] 由双曲线方程\frac{y^{2}}{a^{2}}-\frac{x^{2}}{b^{2}}=1可得其焦点在y轴上,因为其一条渐近线为y=\frac{\sqrt{5}}{2}x所以\frac{a}{b}=\frac{\sqrt{5}}{2},\frac{b}{a}=\frac{\sqrt[2]{5}}{5},e=\frac{c}{a}=\sqrt{1+\frac{b^{2}}{a^{2}}}=\frac{3\sqrt{5}}{5}

[2039] 由题设_{e}=\frac{\sqrt{46}}{4},则由双曲线的定义可得ex-4=9,即ex=13\Rightarrowx=\frac{13}{e}=\frac{4\times13}{\sqrt{46}}x^{2}=\frac{16\times169}{46}=\frac{8\times169}{23},代入双曲线方程中可得0(\frac{1}{16}\times\frac{8\times169}{23}-1)=30(\frac{1}{2}\times\frac{169}{23}-1)=\frac{15\times169}{23}-30,故2=\frac{8\times169}{23}+\frac{15\times169}{23}-30=169-30=139,应填答案139

[2044] 由题意,椭圆上存在点P,使得线段AP的垂直平分线过点F.即F点到P点与A点的距离相等,而|FA|=\frac{a^{2}}{c}-c=\frac{b^{2}}{c},|PF|\in(a-c,a+c]于是\frac{b^{2}}{c}\in(a-c,a+c]'即ac-c^{2}<b^{2}\leqslantac+c^{2},\begin{cases}ac-c^{2}<a^{2}-c^{2}\\a^{2}-c^{2}\leqslantac+c^{2}\end{cases}=\frac{c}{a}\leqslant-1或\frac{c}{a}\geqslant\frac{1}{2}又e\in(0,1),故e\in[\frac{1}{2},1),

[2045] 抛物线C的准线方程为y=-\frac{m}{4},由抛物线的定义可得点P到准线y=-\frac{m}{4}的距离等于1,所以|0-(-\frac{m}{4})|=1-\frac{3}{4},即可求出m的值羊解】由抛物线C:x^{2}=my(m>0)可得抛物线的准线为:y=-\frac{m}{4}由抛物线的定义可得:点P到准线y=-\frac{m}{4}的距离等于到焦点的距离所以点P到准线y=-\frac{m}{4}的距离等于1,又因为点P到x轴的距离为\frac{3}{4},即点P到y=0的距离为\frac{3}{4}所以|0-(-\frac{m}{4})|=1-\frac{3}{4},因为m>0,解得:m=1

[2046] 设A(x_{1},y_{1}),B(x_{2},y_{2}),易知k=0不合题意,将直线y=kx-2代入抛物线方程得k^{2}x^{2}-(4k+8)x+4=0,=(4k+8)^{2}-16k^{2}>0\Rightarrowk>-1x_{1}+x_{2}=\frac{4k+8}{k^{2}}x_{1}x_{2}=\frac{4}{k^{2}}因为AB的中点横坐标为2,所以\begin{cases}x+x\\\frac{x+1}{2}=\frac{2k+4}{k^{2}}\end{cases}=2\Rightarrowk=2,所以\begin{cases}x_{1}+x_{2}=4\\x_{1}x_{2}=1\end{cases},则|AB|=\sqrt{1+4}|x_{1}-x_{2}|=\sqrt{5}\cdot\sqrt{(x_{1}+x_{2})^{2}-4x_{1}x_{2}}=2\sqrt{15}

[2047] 由直线l与抛物线的方程以及韦达定理求得x_{1}+x_{2}=6,再由中点坐标公式以及直线l的方程得出M(3,2),再根据线段AB的垂直平分线的方程得出N(5,0),利用两点间距离公式即可求解.设A(x_{1},y_{1}),B(x_{2},y_{2})由\begin{cases}y=x-1\\y2=4x\end{cases}得,x2-6x+1=0则x_{1}+x_{2}=6,所以M(3,2),则线段AB的垂直平分线的方程为y-2=-(x-3)即y=-x+5则N(5,0)MN=\sqrt{(3-5)^{2}+(2-0)^{2}}=2\sqrt{2}

[2048] 设直线与椭圆相交于A(x_{1},y_{1}),B(x_{2},y_{2}),代入椭圆得:\begin{cases}x_{1}2+\frac{y_{2}}{16}=1\\x_{2}^{2}+\frac{y_{2}}{2}=1\end{cases}两式相减并化简得:\frac{x_{1}+x_{2}}{y_{1}+y_{2}}=-\frac{16}{9}\cdot\frac{y_{1}-y_{2}}{x_{1}-x_{2}}由M是AB中点,则\frac{y_{1}^{+}}{2}=-\frac{16}{9}.\frac{y_{1}-y_{2}}{x_{1}-x_{2}},故\frac{y_{1}-y_{2}}{x_{1}-x_{0}}=\frac{9}{22},即直线的斜率为\frac{9}{32}

[2050] 由双曲线方程知其渐近线方程为:y=\pm\frac{b}{a}x'又F(-c,0)\therefore点F到双曲线C的一条渐近线的距离d=\frac{|bc|}{\sqrt{a^{2}+b^{2}}}=b=\frac{1}{2}a,\therefore\frac{b}{a}=\frac{1}{2}则双曲线C的渐近线方程为:y=\pm\frac{1}{2}x

[2052] 由题意可得,直线AB的方程为x=y+1,联立方程组\begin{cases}x=y+\\y2=4x\end{cases}+11,可得y^{2}-4y-4=0,设A(x_{1},y_{1},B(x_{2},y_{2}),则y_{1}+y_{2}=4,y_{1}y_{2}=-4,设E(x_{E},y_{E}),则_{y_{E}}=\frac{y_{1}+y_{2}}{2}=2^{,}x_{E}=y_{E}+1=3,又|AB|=x_{1}+x_{2}+2=y_{1}+1+y_{2}+1+2=8,所以圆E是以(3,2)为圆心,4为半径的圆,所以点D恒在圆E外圆E上存在点P,Q,使得以PQ为直径的圆过点D(-2,t),即圆E上存在点P,Q,使得DP\botDQ,设过D点的两直线分别切圆E于P',Q'点,要满足题意,则\angleP'DQ'\geqslant\frac{\pi}{2},所以\frac{|EP'|}{|DE|}=\frac{4}{\sqrt{(3+2)^{2}+(2-t)^{2}}}\geqslant\frac{\sqrt{2}}{2}整理得t^{2}-4t-3\leqslant0,解得2-\sqrt{7}\leqslantt\leqslant2+\sqrt{7},故实数t的取值范围为[2-\sqrt{7},2+\sqrt{7}]

[2053] 根据题意,3x^{2}+ky^{2}=6化为标准形式为\frac{x^{2}}{2}+\frac{y^{2}}{\frac{6}{k}}=1根据题意,其表示焦点在x轴上的椭圆,则有2>\frac{6}{k}>0解得k>3;则实数k的取值范围是:(3,+\infty).

[2054] 当A(x_{0},y_{0})在第一象限,直线的倾斜角为\theta,\theta\in(0,\frac{\pi}{2}),得到y_{0}=|AF|\sin\theta,x_{0}=\frac{p}{2}+|AF|\cos\theta,代入y^{2}=2px(p>0),得到|AF|^{2}\sin^{2}\thetax^{2}-2p\cos\theta|AF|x-p^{2}=0,利用求根公式求得|AF|,|BF|,再根据|AF|=\frac{3}{2}|BF|求解,同理当点A(x_{0},y_{0})在第四象限时,由抛物线的对称性求解.羊解】设直线的倾斜角为\theta,当点A(x_{0},y_{0})在第一象限时,由题意得:\theta\in(0,\frac{\pi}{2})则y_{0}=|AF|\sin\theta,x_{0}=\frac{p}{2}+|AF|\cos\theta,代入y^{2}=2px(p>0)得:|AF|^{2}\sin^{2}\thetax^{2}-2p\cos\theta|AF|x-p^{2}=0,所以=\frac{p}{1-\cos\theta},同理|BF|=\frac{p}{1+\cos\theta}因为所以\frac{|AF|}{BF}=\frac{1+\cos\theta}{1-\cos\theta}=\frac{3}{2},解得\cos\theta=\frac{1}{5},则\sin\theta=\frac{2\sqrt{6}}{5}所以k=\tan\theta=2\sqrt{6},当点A(x_{0},y_{0})在第四象限时,由题意得:\theta\in(\frac{\pi}{2},\pi)由抛物线的对称性得:k=\tan\theta=-2\sqrt{6},

[2056] 依题意a=1,c=5,所以|PF_{1}|=\frac{3}{5}|F_{1}F_{2}|=6,根据双曲线的定义可知|PF_{2}|=2a+|PF_{1}|=8,由余弦定理得由于|F_{1}F_{2}|=10,所以APF_{1}F_{2}为直角三角形,所以面积为\frac{1}{2}\times6\times8=24.

[2060] 由\begin{cases}\frac{b}{a}=\frac{3}{4}\\2c=10\\c^{2}=a2+b^{2}\end{cases},得\begin{cases}a=4\\b=3\\c=5\end{cases},故双曲线的方程为:\frac{x^{2}}{16}-\frac{y^{2}}{9}=1

[2062] 采用数形结合,找到当m取最小值时,得到直线PA与抛物线相切,进一步可得点P坐标,然后根据双曲线的定义,可得结果.如图所示:作PB垂直准线交于点B,则|PF|=|PB|所以m=\frac{|PF|}{|PA|}=\frac{|PB|}{|PA|}=\sin\anglePAB故当直线PA与抛物线相切时,m最小设直线PA方程为:y=kx-1则\begin{cases}y=kx-1\\x^{2}=4y\end{cases}\Rightarrowx^{2}-4kx+4=0所以A=0,即k=\pm1,不妨令k=1则可得P(2,1),所以|PA|=2\sqrt{2},|PF|=2则2a=|PA|-|PF|\Rightarrowa=\sqrt{2}-1所以e=\frac{c}{a}=\sqrt{2}+1

[2064] 过点M作MA垂直准线于点A.由抛物线定义可得:|NF|=|NA|又|MN|=2|NF|=2|NA|,所以\sin\angleAMN=\frac{|AN|}{|MN|}=\frac{1}{2}因此\angleAMN=\frac{\pi}{6},所以\angleNMF=\frac{\pi}{3}

[2065] 依题意椭圆方程为\frac{x^{2}}{9}+\frac{y^{2}}{25}=1,所以a=5,所以三角形ABF_{2}的周长为4a=20

[2066] 由题意可得抛物线焦点F(0,2),准线为y=\cdot2,由条件可得F是三角形ABC的重心,可得2=\frac{y_{1}+y_{2}+y_{3}}{3},由抛物线的定义可得结果羊解】由题意可得p=4,焦点F(0,2),准线为y=-2,由于\overrightarrow{FA}+\overrightarrow{FB}+\overrightarrow{FC}=\overrightarrow{0}故F是三角形ABC的重心,设A、B、C的纵坐标分别为y_{1},y_{2},y_{3}.\therefore_{2}=\underline{y_{1}+y_{2}+y_{3}},+y_{2}+y_{3}=6由抛物线的定义可得|\overrightarrow{FA}|+|\overrightarrow{FB}|+|\overrightarrow{FC}|=(y+2)+(y+2)+(y+2)=12故答安为,1?

[2067] 由抛物线的方程可得抛物线的焦点F(0,2)由题意可得M在抛物线的内部,连接MF.过M作准线y=-2的垂直,交抛物线于P,垂足为N由抛物线的定义可知|PF|=|PN|.所以|PF|+|PM|=|PM|+|PN|\geqslant|MN|=3+2=5

[2068] 由PBA=\anglePAB+\frac{\pi}{2},则k_{PA}\cdotk_{PB}=1.设P(x_{0},y_{0}),则\frac{y_{0}}{x_{0}+2}\cdot\frac{y_{0}}{x_{0}-2}=\frac{y^{2}}{x_{0}^{2}-4}=1.\because点P在双曲线C上,\therefore\frac{x_{0}^{2}}{4}-\frac{y_{0}^{2}}{b^{2}}=1^{,}\frac{y_{0}^{2}}{x_{0}^{2}-4}=\frac{b^{2}}{4}\therefore\frac{b^{2}}{4}=1,即b=2,则焦距为2\sqrt{4+4}=410

[2071] 已知椭圆的离心率为\frac{\sqrt{2}}{2},而未知椭圆2a=4\sqrt{2},a=2\sqrt{2},故\frac{c}{a}=\frac{c}{2,b}=\frac{\sqrt{2}}{2},c=2,b^{2}=a^{2}-c^{2}=4,所以所求椭圆方程为\frac{x^{2}}{0}+\frac{y^{2}}{4}=1

[2073] 由已知,曲线x=\sqrt{y^{2}+1}为双曲线右支,又直线y=kx+1恒过点(0,1),当直线与曲线有两个不同的交点时,可知曲线与直线的方程有两组不等的公共解,且为正根,经联立方程,化简得(1-k^{2})x^{2}-2kx-2=0,则\begin{matrix}4k^{2}+81-k^{2}>0&\frac{2k}{1-k^{2}}\\\frac{x}{1-k}>0&\end{matrix},解得-\sqrt{2}<k<-1

[2074] 由双曲线、圆的方程确定渐近线方程为y=\pm\frac{b}{a}x,圆心为(0,2\sqrt{3}),半径为r=2,根据圆的相交弦与半径、弦心距之间的几何关系有_{r2-d^{2}}=\frac{|AB|^{2}}{4},结合双曲线参数间的关系即可求其离心率由题意知:双曲线的渐近线为y=\pm\frac{b}{a}x^{,}而圆心为(0,2\sqrt{3}),半径为r=2,\therefore圆心到渐近线的距离d=\frac{|2\sqrt{3}|}{\sqrt{1+\frac{b^{2}}{2}}}=\frac{2\sqrt{3}a}{\sqrt{a^{2}+b^{2}}},而|AB|=2,\thereforer2-d^{2}=1,故\frac{12a^{2}}{a^{2}+b^{2}}=3,又a^{2}+b^{2}=c^{2},e=\frac{c}{a}>1,\thereforee=2.

[2075] 因为方程\frac{x2}{2-m}+\frac{y2}{1-m}=1(m\inR)表示双曲线,所以(2-m)(1-m)<0,解得1<m<2所以a^{2}=2-m,b^{2}=m-1,又c^{2}=a^{2}+b^{2},所以c^{2}=2-m+m-1=1,所以双曲线的焦距为2c=2;

[2076] 利用抛物线的标准方程可得p=1,由焦点到准线的距离为p,从而得到结果.抛物线y2=2x的焦点到准线的距离为p,由标准方程可得p=1

[2077] 求得双曲线的b,c,求得双曲线的渐近线方程,将x=c代入双曲线的渐近线方程,可得A,B的坐标,求得\triangleOAB的面积,运用基本不等式可得最小值.[详解]双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{4}=1的b=2,c^{2}=a^{2}+4,(a>0)设F(c,0),双曲线的渐近线方程为y=\pm\frac{2}{a}x,由x=c代入可得交点A(c,\frac{2c}{a}),B(c,-\frac{2c}{a})即有\triangleOAB的面积为S=\frac{1}{2}c\cdot\frac{4c}{a}=2\cdot\frac{a^{2}+4}{a}=2(a+\frac{4}{a})\geqslant4\sqrt{a\cdot\frac{4}{a}}=8,当且仅当a=2时,\triangleOAB的面积取得最小值8.

[2079] 双曲线C:\frac{x2}{16}-\frac{y^{2}}{18}=1的左、右焦点分别为F_{1},F_{2}所以||PF_{1}|-|PF_{2}||=2a=8,因为|PF_{1}|=10,所以|PF_{2}|=2,|PF_{2}|>c+a,所以舍去,所以|PF_{2}|=18,因为,\overrightarrow{F_{1}Q}=\overrightarrow{QP},所以Q是PF是中点,所以OQ=\frac{1}{2}|PF_{2}|=9

[2080] 椭圆的长轴长等于2a=2\times5=10

[2081] 抛物线的焦点为F(1,0),设直线l的方程为,y=k(x-1),即kx-y-k=0,\because直线l与圆(x-4)^{2}+y^{2}=4相切,\therefore\frac{|4k-k|}{\sqrt{k^{2}+1}}=2,解得_{k}=\pm\frac{2\sqrt{5}}{5},

[2082] 如下图,d=PQ+QM\geqslant(AQ-1)+QF\geqslantAF=\sqrt{26}-1,所以填\sqrt{26}-1

